Course name,Course ID,Top Ten View Counts,Top Ten Course IDs,Top Ten Course Names
The Book of Matthew: 30 Life Changing Principles,1296,"6, 6, 5, 5, 4, 4, 4, 4, 4, 4","1285, 1181, 1284, 1295, 943, 1183, 890, 784, 1299, 1184","Financial Accounting for Non-Financial Managers, Innovation and Design Thinking, Social Entrepreneurship: A Grassroots Revolution, Planning Change and Innovation, HDS1544.1x: Early Christianity: The Letters of Paul, SciWrite: Writing in the Sciences, Great Economists: Classical Economics and its Forerunners, Designing an Exemplary Course, Statistical Mechanics: Algorithms and Computations, Solar: Solar Cells, Fuel Cells and Batteries"
Chemistry – Building Blocks of the World,1297,"73, 52, 40, 37, 28, 28, 27, 27, 22, 22","1174, 1351, 1468, 997, 1418, 896, 1176, 1417, 838, 825","Basic Physics, Introduction to Chemistry, Advanced Chemistry, Astronomy: Discovering the Universe, Understanding Common Diseases, Food, Nutrition & Your Health, Concepts in Game Development, The Human Body as a Machine, Analytical Chemistry / Instrumental Analysis, Introductory Physics I with Laboratory"
Introduction à la théorie de Galois,1298,"26, 19, 18, 18, 18, 16, 12, 10, 9, 9","1313, 1496, 1337, 370, 1299, 691, 1349, 982, 1334, 1335","An Introduction to Functional Analysis, Introduction to Probability - The Science of Uncertainty, Linear Algebra - Foundations to Frontiers, Introduction to Mathematical Thinking, Statistical Mechanics: Algorithms and Computations, Initiation à la théorie des distributions, Data Analysis and Statistical Inference , Monte Carlo Methods in Finance, Relativity and Astrophysics, UT.9.01x: Effective Thinking Through Mathematics"
Statistical Mechanics: Algorithms and Computations,1299,"71, 69, 66, 63, 51, 48, 43, 41, 39, 37","1480, 339, 1701, 921, 627, 1496, 1523, 1487, 1349, 370","Intro to Data Science, Algorithms, Part I, Parallel Programming Concepts, Analysis of Algorithms, Information Visualization, Introduction to Probability - The Science of Uncertainty, Building Mobile Experiences, Paradigms of Computer Programming, Data Analysis and Statistical Inference , Introduction to Mathematical Thinking"
Evaluation financière de l'entreprise,1300,"12, 11, 9, 9, 7, 7, 7, 7, 7, 7","902, 1499, 625, 900, 1508, 459, 1301, 895, 470, 1181","Strategic Management, Du manager au leader, An Introduction to Corporate Finance, Principles of Project Management, Eléments de santé au travail pour les ingénieurs et managers, Organizational Analysis, Understanding Europe: Why It Matters and What It Can Offer You, Financial Planning, Technology Entrepreneurship Part 1, Innovation and Design Thinking"
Understanding Europe: Why It Matters and What It Can Offer You,1301,"17, 12, 12, 11, 11, 10, 10, 10, 10, 9","1340, 1354, 693, 1343, 1636, 1335, 897, 418, 912, 1263","International Human Rights, Practical Ethics, Live!:  A History of Art for Artists, Animators and Gamers, Age of Jefferson, Creative Problem Solving, UT.9.01x: Effective Thinking Through Mathematics, Foundations of Psychology, Introduction to Philosophy, Financial Markets, Beauty, Form & Function: An Exploration of Symmetry"
"Les problèmes métaphysiques à l’épreuve de la politique, 1943-1968",1302,"6, 5, 5, 5, 4, 4, 4, 4, 4, 4","1301, 892, 383, 1298, 897, 1282, 1354, 1198, 1518, 1299","Understanding Europe: Why It Matters and What It Can Offer You, Becoming Human: Anthropology, Think Again: How to Reason and Argue, Introduction à la théorie de Galois, Foundations of Psychology, Villes africaines: une introduction à la planification urbaine / African cities : an introduction to urban planning, Practical Ethics, Introduction to Communication Science, La Première Guerre mondiale expliquée à travers ses archives, Statistical Mechanics: Algorithms and Computations"
Fundamentals of Global Energy Business,1307,"9, 9, 8, 7, 6, 6, 6, 6, 6, 6","962, 536, 546, 436, 345, 1314, 714, 570, 902, 405","Project Management for Business Professionals, Global Sustainable Energy: Past, Present and Future, Foundations of Business Strategy, Microeconomics Principles, Introduction to Finance, Introduction to Strategic Thinking, Critical Perspectives on Management, Introduction to Business Communication, Strategic Management, Energy 101"
Online Instruction for Open Educators,1308,"5, 4, 4, 4, 4, 4, 4, 3, 3, 3","998, 1043, 421, 1143, 1319, 1612, 903, 758, 798, 466","Becoming a Confident Trainer, ELT Techniques: Vocabulary, E-learning and Digital Cultures, Teaching Online: Reflections on Practice, Today's Online Teacher, Digital Learning Transition, Teaching Adult Learners, Educational Technology, Universal Design and Accessibility for Online Learning, Designing A New Learning Environment"
Exploring the Student Affairs in Higher Education Profession,1309,"3, 2, 2, 2, 2, 2, 1, 1, 1, 1","683, 1122, 1633, 559, 768, 903, 1104, 1449, 895, 1002","Globalizing Higher Education and Research for the ‘Knowledge Economy’, Inglés profesional - Professional English, DEV: Water, Civilization, and Nature: Addressing 21st Century Water Challenges, Spanish Basics, Blended Teaching of World Languages, Teaching Adult Learners, Excel 2010, A beginners’ guide to writing in English for university study, Financial Planning, Introduction to Business in Asia"
DQ001: Ecrire une oeuvre de fiction,1310,"9, 8, 5, 5, 5, 5, 4, 4, 3, 3","985, 659, 1040, 1333, 1005, 905, 383, 352, 978, 983","The Future Of Storytelling, Calvin - Histoire et réception d'une Réforme, Success - Achieve Success with Emotional Intelligence, College Writing 2.1x: Principles of Written English, Understanding the Origins of Crime, Writing for the Web, Think Again: How to Reason and Argue, Fantasy and Science Fiction: The Human Mind, Our Modern World, Analysis of a Complex Kind, Design 101 (or Design Basics)"
Discrete Inference and Learning in Artificial Vision,1311,"90, 55, 51, 48, 45, 44, 40, 36, 35, 34","855, 414, 1475, 316, 427, 449, 595, 1580, 1182, 404","Einführung in Computer Vision, Artificial Intelligence Planning, Mobile Robotics, Information Theory, Heterogeneous Parallel Programming, Computational Neuroscience, Computational Methods for Data Analysis, DB: Introduction to Databases, Introduction to Dynamical Systems and Chaos, Control of Mobile Robots"
On Strategy : What Managers Can Learn from Great Philosophers,1312,"20, 15, 14, 14, 12, 11, 9, 9, 8, 7","902, 900, 714, 546, 372, 1473, 840, 895, 710, 1372","Strategic Management, Principles of Project Management, Critical Perspectives on Management, Foundations of Business Strategy, An Introduction to Operations Management, Leadership: Identity, Influence and Power, Developing Innovative Ideas for New Companies: The First Step in Entrepreneurship, Financial Planning, Inspiring Leadership through Emotional Intelligence, Globalization of Business Enterprise"
An Introduction to Functional Analysis,1313,"78, 65, 51, 47, 47, 43, 42, 39, 39, 35","1337, 1579, 370, 982, 1577, 563, 1496, 595, 1349, 627","Linear Algebra - Foundations to Frontiers, StatLearning: Statistical Learning, Introduction to Mathematical Thinking, Monte Carlo Methods in Finance, CVX101: Convex Optimization, Calculus One, Introduction to Probability - The Science of Uncertainty, Computational Methods for Data Analysis, Data Analysis and Statistical Inference , Information Visualization"
Introduction to Strategic Thinking,1314,"34, 29, 20, 19, 19, 18, 14, 13, 13, 11","962, 1160, 1344, 570, 902, 386, 710, 625, 900, 1243","Project Management for Business Professionals, DQ 101: Introduction to Decision Quality, Business Process Modeling and Analysis, Introduction to Business Communication, Strategic Management, Data Analysis, Inspiring Leadership through Emotional Intelligence, An Introduction to Corporate Finance, Principles of Project Management, Begin programming: build your first mobile game"
Basic Arithmetic,1315,"31, 13, 12, 12, 11, 11, 10, 9, 9, 9","1279, 1337, 370, 1335, 583, 563, 446, 386, 843, 962","Numbers for Life, Linear Algebra - Foundations to Frontiers, Introduction to Mathematical Thinking, UT.9.01x: Effective Thinking Through Mathematics, Algebra+, Calculus One, 6.00x: Introduction to Computer Science and Programming, Data Analysis, Pre-Calculus, Project Management for Business Professionals"
U.S. Military Service and the Law,1316,"11, 9, 7, 6, 5, 4, 4, 4, 4, 4","1140, 1005, 1333, 913, 1397, 1203, 1073, 1340, 1420, 570","Investigative Concepts: FBI Major Case #203 ""Pizza Bomber"", Understanding the Origins of Crime, College Writing 2.1x: Principles of Written English, Constitutional Law, 法与社会   Law and Society, Political Philosophy: An Introduction, Bioethics, International Human Rights, Haptics: Introduction to Haptics, Introduction to Business Communication"
Risk Management in Higher Education: Student Issues,1317,"14, 13, 13, 11, 10, 9, 9, 8, 8, 8","421, 1001, 570, 903, 876, 998, 1333, 896, 1262, 1344","E-learning and Digital Cultures, Education in a Changing World, Introduction to Business Communication, Teaching Adult Learners, Foundations of Teaching for Learning 3: Learners and Learning, Becoming a Confident Trainer, College Writing 2.1x: Principles of Written English, Food, Nutrition & Your Health, Web science: how the web is changing the world, Business Process Modeling and Analysis"
Human Element: An Essential Online Course Component,1318,"7, 5, 5, 4, 4, 3, 3, 3, 3, 3","1143, 1000, 1319, 1314, 1281, 383, 1260, 985, 1243, 998","Teaching Online: Reflections on Practice, Early Childhood Education, Today's Online Teacher, Introduction to Strategic Thinking, Constructive Classroom Conversations: Mastering Language for the Common Core State Standards, Think Again: How to Reason and Argue, The mind is flat: the shocking shallowness of human psychology, The Future Of Storytelling, Begin programming: build your first mobile game, Becoming a Confident Trainer"
Today's Online Teacher,1319,"12, 11, 9, 8, 8, 6, 6, 5, 5, 5","1143, 421, 1281, 903, 798, 409, 998, 983, 1001, 876","Teaching Online: Reflections on Practice, E-learning and Digital Cultures, Constructive Classroom Conversations: Mastering Language for the Common Core State Standards, Teaching Adult Learners, Universal Design and Accessibility for Online Learning, Fundamentals of Online Education: Planning and Application, Becoming a Confident Trainer, Design 101 (or Design Basics), Education in a Changing World, Foundations of Teaching for Learning 3: Learners and Learning"
Policy and Strategy for Systemic Deployment of Learning Analytics,1320,"3, 3, 2, 2, 2, 2, 1, 1, 1, 1","1623, 757, 1344, 593, 922, 684, 509, 454, 745, 304","15.071x: The Analytics Edge, Learning Analytics and Knowledge, Business Process Modeling and Analysis, Introduction to Databases, Analytic Combinatorics, Markets with Frictions, The Language of Hollywood: Storytelling, Sound, and Color, Web Intelligence and Big Data, Bioinformatics Algorithms (Part 1) , CS 101"
Information Literacy for Art and Design Students,1321,"16, 13, 9, 7, 6, 6, 6, 5, 5, 5","983, 985, 950, 577, 695, 1645, 1047, 421, 622, 1053","Design 101 (or Design Basics), The Future Of Storytelling, Practice Based Research in the Arts, Digital Media One, Introduction to Programming for Digital Artists, The Art of Drawing and Painting, Designing Cities, E-learning and Digital Cultures, Introduction to Infographics and Data Visualization, Introduction to Computational Arts"
New Media Trends in Hospitality,1322,"10, 10, 6, 6, 6, 6, 5, 5, 5, 5","1221, 1215, 840, 754, 893, 461, 1223, 1004, 782, 902","Use Mapping to Position Your Brand, Projecting Your Brand Through New Media, Developing Innovative Ideas for New Companies: The First Step in Entrepreneurship, Business 101, Big Data for Better Performance, How to Build a Startup, Attract Talent to Your Organization with Social Media, Online Advertising, Applied Real Estate, Strategic Management"
Business Ethics for the Real World,1323,"38, 21, 20, 19, 17, 16, 14, 13, 12, 11","570, 900, 1239, 649, 1260, 894, 1344, 1333, 893, 902","Introduction to Business Communication, Principles of Project Management, The Power of Markets, Design Thinking for Business Innovation, The mind is flat: the shocking shallowness of human psychology, Financial Literacy, Business Process Modeling and Analysis, College Writing 2.1x: Principles of Written English, Big Data for Better Performance, Strategic Management"
Literature and Change in Europe,1324,"9, 7, 7, 6, 6, 6, 6, 6, 5, 5","940, 1333, 1442, 352, 990, 1700, 1560, 559, 1559, 766","AI2.2x: Poetry in America: Whitman, College Writing 2.1x: Principles of Written English, Shakespeare's Hamlet: text, performance, and culture, Fantasy and Science Fiction: The Human Mind, Our Modern World, Stunt Writing for Personal Growth, Social Media for Journalists: The Basics, The Art of Photography, Spanish Basics, Storytelling for Change, Crafting an Effective Writer: Tools of the Trade"
Introduction to Cybersecurity,1325,"115, 80, 79, 78, 70, 67, 59, 57, 53, 52","1578, 1178, 627, 318, 1176, 339, 1016, 1586, 616, 824","Networking: Introduction to Computer Networking, Programming Mobile Applications for Android Handheld Systems, Information Visualization, Computer Security, Concepts in Game Development, Algorithms, Part I, CS 6210, Advanced Operating Systems, Introduction to Computer Programming, Cryptography I, Computer Networks"
機器學習基石 (Machine Learning Foundations),1326,"47, 38, 33, 27, 27, 25, 24, 24, 24, 23","429, 600, 1176, 1470, 1020, 366, 893, 1398, 417, 835","Creative, Serious and Playful Science of Android Apps, M101P: MongoDB for Developers, Concepts in Game Development, Introduction to Hadoop and MapReduce, CS 7641, Machine Learning, Learning from Data (Introductory Machine Learning course), Big Data for Better Performance, 数学之旅 The Journey of Mathematics, Information Security and Risk Management in Context, Machine Learning"
