Course name,Course ID,Top Ten View Counts,Top Ten Course IDs,Top Ten Course Names
Course Name,Course Id
Health Literacy and Communication for Health Professionals,2014,"3.8398397867924072, 3.7006971417787353, 3.3996965452847805, 3.3856351236146636, 2.892093816998941, 2.721731221249928, 2.687394957983193, 2.5282147808618403, 2.3433817816170754, 2.036226318484383","1038, 2302, 981, 2015, 540, 2271, 2574, 1034, 348, 384","Training and Learning Programs for Volunteer Community Health Workers, Take the Lead on Healthcare Quality Improvement, Understanding Dementia, Risk and Opportunity: Managing Risk for Development, Data Management for Clinical Research, Mini Medical School, Teaching and Assessing Clinical Skills, Major Depression in the Population: A Public Health Approach, Fundamentals of Pharmacology, Medical Neuroscience"
Risk and Opportunity: Managing Risk for Development,2015,"5.920462387853692, 4.884881499134453, 4.813774966916016, 4.7163688305802465, 4.076811594202899, 3.908139657277588, 3.8245431385023285, 3.3856351236146636, 2.9689884227647068, 2.930264342747788","2982, 530, 451, 840, 1328, 900, 902, 2014, 2060, 306","Certificate Program in Public Procurement, Leading Strategic Innovation in Organizations, Introduction to Data Science, Developing Innovative Ideas for New Companies: The First Step in Entrepreneurship, Turn Down the Heat: Why a 4°C Warmer World Must be Avoided, Principles of Project Management, Strategic Management, Health Literacy and Communication for Health Professionals, Starting a business: realise your vision, Human-Computer Interaction"
Geodesign: Change Your World,2016,"12.966850611758616, 9.695340526221644, 7.8294726612276, 7.4826275202369334, 6.214405764929707, 5.479657236981089, 4.763573841797526, 4.648657530981385, 4.512805021811005, 4.400928823264119","1645, 983, 1560, 542, 1047, 1955, 2787, 1830, 1725, 675","The Art of Drawing and Painting, Design 101 (or Design Basics), The Art of Photography, The Camera Never Lies, Designing Cities, The Design Process, Visual Design, Design Thinking, Algorithmic Thinking (Part 1), Introduction to Art: Concepts & Techniques"
Deciphering Secrets: Unlocking the Manuscripts of Medieval Spain,2017,"8.941695951220696, 3.8892551892551896, 2.3228638973319824, 1.9518381381385494, 1.8015873015873016, 1.7303323148570595, 1.6956501101237942, 1.6793027888275334, 1.473325693913929, 1.4524349130885779","2046, 1927, 2021, 339, 2022, 2078, 1250, 2085, 2124, 1705","FLM100:  رحلة في صناعة الأفلام مع نادين, ECFS311x: Becoming a Resilient Person - The Science of Stress Management, Crime101x: The Psychology of Criminal Justice, Algorithms, Part I, Write101x: English Grammar and Style, Dynamics and Control, England in the time of King Richard III, Mega Events: Inside the FIFA World Cup, Hadrian's Wall: Life on the Roman Frontier, The French Revolution"
Rapid Deployment of SAP Solutions,2018,"5.115006808801923, 4.530162649693057, 3.6687381094357847, 3.2937859339516935, 3.056058002502255, 2.992112561870626, 2.1478224529882124, 2.1288788028209766, 2.115037920735595, 2.0762705450656602","1865, 1894, 1007, 489, 533, 1346, 599, 320, 1740, 1345","SAP Business Suite powered by SAP HANA, An Introduction to SAP HANA, Introduction to Enterprise Computing, Software Defined Networking, Pattern-Oriented Software Architectures: Programming Mobile Services for Android Handheld Systems, Introduction to SAP HANA Cloud Platform, M101J: MongoDB for Java Developers, Introduction to Computer Science, Enhance Your Career and Employability Skills, BI 4 Platform Innovation and Implementation"
SNOMED CT,2019,"0.7577482605945604, 0.5976916590541775, 0.5625, 0.5430759531226821, 0.504980715027444, 0.5, 0.5, 0.5, 0.4956349206349206, 0.4852342549923195","540, 1961, 1583, 2020, 1451, 1244, 900, 659, 1293, 2271","Data Management for Clinical Research, Perioperative Fluid Therapy, Chemistry of Beer, Investigative Journalism for the Digital Age, Health Data Analytics, Cancer in the 21st century - the genomic revolution, Principles of Project Management, Calvin - Histoire et réception d'une Réforme, Ethical Leadership, Mini Medical School"
Investigative Journalism for the Digital Age,2020,"17.239673890528334, 5.600597349684959, 5.557202909718649, 4.6564021388520915, 4.436932206306557, 4.342648634097551, 3.0712245480022307, 2.8019660939529083, 2.7414914162537, 2.501564122152357","1601, 905, 2125, 1756, 2198, 1700, 2094, 2825, 1699, 715","Doing Journalism with Data: First Steps, Skills and Tools, Writing for the Web, Introduction to Journalism, Community Journalism: Digital and Social Media, Introduction to Mobile Journalism, Social Media for Journalists: The Basics, Certificate Course in Writing for a Global Market, Introduction to Digital Journalism, How Writers Write Fiction, Understanding Media by Understanding Google"
Crime101x: The Psychology of Criminal Justice,2021,"14.228193303169261, 9.182766353041524, 8.900804816935754, 6.740160535513346, 6.493500592540649, 6.257856665594134, 5.444801740708669, 5.282831871023218, 5.130388755341056, 4.976577533351218","1935, 1391, 830, 1005, 1584, 897, 1574, 2022, 1260, 2133","Forensic psychology: witness investigation, Understanding Violence, Introduction to Psychology, Understanding the Origins of Crime, Understanding and Detecting Deception, Foundations of Psychology, How to Read a Mind, Write101x: English Grammar and Style, The mind is flat: the shocking shallowness of human psychology, Psychology and Mental Health: Beyond Nature and Nurture"
Write101x: English Grammar and Style,2022,"331.54820205211524, 98.27422155520296, 93.38105569126671, 67.89085802894618, 65.63927366232012, 62.08872455150198, 48.39375535878036, 35.62111943811721, 34.11857495258903, 29.561769749437154","1333, 1561, 617, 1449, 766, 1699, 1782, 905, 2135, 633","ColWri2.1x: Principles of Written English, Part 1, ColWri2.2: English Grammar and Essay Writing, English Composition I: Achieving Expertise, A beginners’ guide to writing in English for university study, Crafting an Effective Writer: Tools of the Trade (Fundamental English Writing), How Writers Write Fiction, ColWri2.3x: Academic and Business Writing, Writing for the Web, Exploring English: Language and Culture, Writing II: Rhetorical Composing"
HKU01x: Epidemics,2023,"4.1760432447247, 3.340025028409784, 1.7274141778937175, 1.6930193414654018, 1.5248635422548467, 1.3082902462697859, 1.2927171797861454, 1.2602062646665346, 1.092857142857143, 1.0543380931538826","678, 2024, 837, 2022, 2331, 2271, 1597, 1254, 1927, 1036","Epidemics - the Dynamics of Infectious Diseases, AT1X: AnatomyX: Musculoskeletal Cases, Health for All Through Primary Health Care, Write101x: English Grammar and Style, What Matters: Understanding Mental Health, Mini Medical School, BIOC372.1x: Fundamentals of Immunology, Part 1, Inside Cancer: How Genes Influence Cancer Development, ECFS311x: Becoming a Resilient Person - The Science of Stress Management, Statistical Reasoning for Public Health 1: Estimation, Inference, & Interpretation"
AT1X: AnatomyX: Musculoskeletal Cases,2024,"16.807686120501916, 12.189372324327376, 11.535927558848806, 11.468234443392605, 9.020363234749551, 7.2020015595694975, 7.1850658113816, 6.66325350889627, 6.589496489337485, 6.099996205250902","1418, 1417, 2271, 2161, 442, 1597, 1961, 497, 1857, 380","Understanding Common Diseases, The Human Body as a Machine, Mini Medical School, Learning How to Learn: Powerful mental tools to help you master tough subjects, CS50x: Introduction to Computer Science, BIOC372.1x: Fundamentals of Immunology, Part 1, Perioperative Fluid Therapy, Exercise Physiology: Understanding the Athlete Within, LFS101x.2: Introduction to Linux, Introductory Human Physiology"
Introduction to Acoustics (Part 1),2026,"10.954453368269156, 4.338472457494196, 4.235290512085842, 3.4458506785078793, 3.286636925452715, 3.2525674020896718, 2.9725612107191064, 2.6210634344481902, 2.413286636866671, 2.250499017890322","2288, 1007, 686, 1849, 506, 2051, 951, 522, 2031, 690","Introduction to Acoustics (Part 2), Introduction to Enterprise Computing, Fundamentals of Audio and Music Engineering: Part 1 Musical Sound & Electronics, Machine Learning 3—Reinforcement Learning, Introduction to Digital Sound Design, Develop Java Embedded Applications Using a Raspberry Pi, Technology Entrepreneurship Part 2, Introduction to Guitar, Introduction to Light, Color, and Life, History of Rock, Part One"
GSE2x: Leaders of Learning,2027,"12.682380825801877, 8.633022605488824, 7.147175002724201, 5.361009870024349, 5.172473616847761, 4.8830094856410655, 4.605116333894504, 4.522315489657901, 4.422685185185186, 4.253699789933485","442, 947, 2104, 941, 2161, 2024, 677, 2365, 942, 923","CS50x: Introduction to Computer Science, GSE1.1x: Unlocking the Immunity to Change: A New Approach to Personal Improvement, SW47.1x: Entrepreneurship and Healthcare in Emerging Economies, SW12x: China, Learning How to Learn: Powerful mental tools to help you master tough subjects, AT1X: AnatomyX: Musculoskeletal Cases, Creativity, Innovation, and Change | 创意，创新, 与 变革, 1368.1x: Saving Schools: History, Politics, and Policy in U.S. Education, MCB80.1x: Fundamentals of Neuroscience,   Part I, PH201x: Health and Society"
Literature of the English Country House,2028,"5.032199284997129, 4.90922075067179, 4.311393070531001, 4.181608716342758, 4.067700917792103, 3.8660780680731417, 3.8009150757324277, 3.7929792429792433, 3.481206867844798, 3.3327633549502176","905, 352, 1759, 1570, 510, 2022, 1699, 1060, 2135, 766","Writing for the Web, Fantasy and Science Fiction: The Human Mind, Our Modern World, Start writing fiction, Shakespeare and his world, The Fiction of Relationship, Write101x: English Grammar and Style, How Writers Write Fiction, Fairy Tales: Origins and Evolution of Princess Stories, Exploring English: Language and Culture, Crafting an Effective Writer: Tools of the Trade (Fundamental English Writing)"
Right vs Might in International Relations,2030,"3.108625306030093, 2.921513903559429, 2.896160212336683, 2.6696572614846565, 2.56315825269808, 2.5462194668077025, 2.4102991273859122, 2.164758704972151, 2.087121212121212, 2.0809017371517373","2165, 1269, 2028, 1245, 920, 1862, 2077, 2032, 1244, 1444","International Politics in this World and Beyond, How to Change the World, Literature of the English Country House, Causes of war, Globalization and You, Cooperation in the contemporary world, International Human Rights, Revolutionary Ideas:  An Introduction to Legal and Political Philosophy, Cancer in the 21st century - the genomic revolution, Good Brain, Bad Brain: Basics"
"Introduction to Light, Color, and Life",2031,"5.54866097225937, 3.4349333014550414, 3.3740468097666247, 3.1594703243616293, 3.1410171261487054, 2.534597473413263, 2.495374410265715, 2.414430641821946, 2.413286636866671, 2.4101746982908017","2051, 1051, 2038, 1829, 1645, 1007, 1740, 2028, 2026, 1560","Develop Java Embedded Applications Using a Raspberry Pi, Economics of Money and Banking, Part One, Knowledge Engineering with Semantic Web Technologies, Ocean Solutions, The Art of Drawing and Painting, Introduction to Enterprise Computing, Enhance Your Career and Employability Skills, Literature of the English Country House, Introduction to Acoustics (Part 1), The Art of Photography"
Revolutionary Ideas:  An Introduction to Legal and Political Philosophy,2032,"6.169297961524126, 6.037644287407714, 4.962562934141881, 4.258151271424012, 3.1230312085681255, 2.6287109582244215, 2.594980325901379, 2.4167061438733266, 2.164758704972151, 2.1003739721427928","1203, 418, 744, 2082, 926, 2267, 2034, 610, 2030, 2022","Political Philosophy: An Introduction, Introduction to Philosophy, Social and Economic Networks:  Models and Analysis, Introduction to Key Constitutional Concepts and Supreme Court Cases, 24.00x: Introduction to Philosophy: God, Knowledge and Consciousness, Law and Justice, Prevention of Sexual Harassment at the Workplace, ER22.1x: Justice, Right vs Might in International Relations, Write101x: English Grammar and Style"
What future for education?,2033,"3.915768156422181, 3.8298603310920245, 3.4019382992208915, 3.227936318067896, 3.1800470541633237, 3.108351848187454, 2.9166666666666665, 2.86441680617882, 2.614586761944507, 2.4286495223566167","1567, 2081, 1001, 2393, 2161, 2383, 2497, 2134, 873, 2125","Advanced Instructional Strategies in the Virtual Classroom, Supporting children with difficulties in reading and writing, Education in a Changing World, Five Habits of Highly Creative Teachers, Learning How to Learn: Powerful mental tools to help you master tough subjects, Disciplinary Literacy for Deeper Learning, Sectio chirurgica - 'Klinische Anatomie Kopf / Hals', Exploring Play: the importance of play in everyday life, Coaching Teachers: Promoting Changes that Stick , Introduction to Journalism"
Prevention of Sexual Harassment at the Workplace,2034,"2.594980325901379, 2.171001221001221, 1.801942636478902, 1.7264979839146484, 1.6868839528517343, 1.4354746663957192, 1.3968985994375882, 1.3431496170121353, 1.3156210794368688, 1.263932831038094","2032, 1745, 1786, 1040, 1007, 2033, 2202, 2036, 2038, 2030","Revolutionary Ideas:  An Introduction to Legal and Political Philosophy, WomensHealth: International Women's Health & Human Rights, Learn how to lead, Success - Achieve Success with Emotional Intelligence, Introduction to Enterprise Computing, What future for education?, Smarter Eating For Better Performance, How Writers Write Poetry, Knowledge Engineering with Semantic Web Technologies, Right vs Might in International Relations"
PLM14101: Global Information Technology Outlook,2035,"2.9865638373957557, 2.907023107611343, 2.892882901698691, 2.5913200707881563, 2.263389339705129, 1.8804781429342272, 1.5629791408254405, 1.5453266078266077, 1.5206385719543616, 1.5184139828180077","1983, 2078, 835, 1805, 436, 320, 1152, 917, 339, 451","COMP102.1x: Introduction to Java Programming – Part 1, Dynamics and Control, Machine Learning, Introducing Entrepreneurship for Musicians, Microeconomics Principles, Introduction to Computer Science, Data Mining with Weka, EDUC115-S: How to Learn Math: For Students, Algorithms, Part I, Introduction to Data Science"
How Writers Write Poetry,2036,"42.74184297331036, 29.14888137613093, 24.795738861387576, 18.74573631137057, 17.473625598721508, 16.95256561549108, 12.983343125168176, 12.861108065686546, 12.827188781056579, 10.806780569999162","1699, 989, 905, 1759, 985, 766, 1333, 1833, 2389, 2022","How Writers Write Fiction, Thinking Like a Writer, Writing for the Web, Start writing fiction, The Future Of Storytelling, Crafting an Effective Writer: Tools of the Trade (Fundamental English Writing), ColWri2.1x: Principles of Written English, Part 1, ARPO222x: The Art of Poetry, Poetry: What It Is, and How to Understand It, Write101x: English Grammar and Style"
